train_id,engine_temperature,brake_pressure,vibration,wheel_condition,engine_hours,last_service_days,maintenance_count,failure
2846,102.1,88.37,3.8,87,3566,246,3,0
1082,91.32,90.17,2.56,71,7842,129,0,0
1299,76.76,93.13,4.78,82,4141,47,5,0
766,66.67,89.15,5.89,80,2888,221,2,0
2324,93.07,93.31,5.03,62,5629,232,13,0
2479,115.55,93.63,3.42,89,7300,110,10,1
220,70.69,94.33,1.07,62,4308,345,4,1
2367,82.83,90.14,3.41,63,12585,224,9,1
709,89.94,98.24,2.29,66,13586,116,2,0
2460,93.26,83.91,3.39,91,10580,80,10,0
1057,85.61,95.35,3.14,65,8802,9,8,0
567,74.79,98.53,4.01,60,13214,109,2,0
2451,70.5,88.27,3.9,55,10231,104,1,0
218,63.6,98.01,6.79,78,6978,256,7,0
1941,99.44,89.5,2.93,60,2423,265,11,0
384,79.67,93.44,4.43,90,13298,141,0,0
1583,84.81,83.17,6.59,76,13376,215,6,0
729,86.57,95.95,5.98,100,11754,152,7,0
1939,69.97,106.05,6.53,84,9080,214,6,0
810,97.87,106.03,3.43,90,12116,169,11,0
2772,99.21,99.47,2.95,83,3260,256,4,1
1097,65.82,97.61,4.68,67,13518,276,4,0
2138,69.82,82.81,1.81,92,1006,40,11,1
1844,54.41,87.2,3.31,82,10371,118,4,0
884,80.92,100.85,6.57,57,12423,279,4,1
1163,100.61,100.89,4.1,98,11155,260,7,0
889,84.05,91.51,3.27,99,1822,225,2,0
865,58.1,90.86,5.18,82,14662,319,5,1
2033,92.36,87.09,6.27,73,3989,215,2,0
2705,80.14,90.89,2.17,96,5320,151,8,0
488,92.19,95.36,3.19,51,5279,195,1,1
596,81.83,89.07,2.08,51,11748,103,9,0
3100,72.51,86.77,4.08,82,10335,275,5,0
2527,106.07,94.89,4.44,66,13183,83,3,1
1365,78.23,85.46,3.46,85,3799,147,13,0
419,71.21,95.93,7.31,69,2856,88,9,1
622,77.16,84.95,5.38,81,4259,259,5,0
944,93.46,90.83,4.08,83,1704,309,4,0
1101,91.99,99.23,1.64,83,14886,66,10,0
1548,79.78,82.52,4.32,72,1946,24,3,0
1517,98.9,89.16,5.64,64,7201,53,8,0
217,99.2,92.15,5.05,54,9797,67,7,0
129,68.03,106.73,5.57,88,3263,313,8,0
746,85.64,94.77,5.52,51,11740,225,5,1
1972,76.25,107.82,3.02,76,10687,183,5,0
680,68.34,88.04,2.73,100,3901,256,12,1
372,104.89,87.33,4.16,50,7786,176,2,0
1607,90.52,103.32,4.9,87,8976,299,6,0
106,100.37,96.55,6.26,98,3581,170,7,1
815,82.32,97.55,4.71,72,9933,273,12,1
2575,84.31,103.72,1.93,93,4672,279,10,0
1861,94.05,97.07,5.52,87,8194,198,3,0
2954,80.74,104.03,1.7,67,3624,343,4,0
2740,86.89,83.36,5.43,92,13032,353,9,0
552,99.65,83.36,4.35,64,4555,346,6,1
1760,80.31,87.29,5.67,51,7018,244,13,0
2012,73.0,108.47,5.38,97,3623,58,12,0
2330,102.0,97.56,3.58,90,8420,294,13,0
28,83.9,84.61,5.55,72,12127,289,5,1
1931,72.45,101.62,2.34,84,11901,342,2,0
1257,76.9,107.4,6.36,85,6972,176,7,0
3171,99.07,88.4,4.4,59,7137,187,7,0
1347,84.54,87.22,3.27,86,2449,197,6,0
1041,89.1,96.06,3.82,63,1026,87,5,0
2889,80.27,93.67,5.23,54,12757,60,14,1
2094,81.21,80.75,3.88,67,13038,210,2,0
414,86.32,89.22,5.85,78,7118,121,9,1
544,98.66,95.77,3.12,79,11520,188,14,0
626,72.58,93.13,3.88,85,14685,261,7,1
304,80.0,85.85,4.17,76,5404,261,5,0
1691,88.64,82.8,4.26,72,8575,56,4,0
104,90.3,101.75,5.27,85,2921,249,14,0
592,109.02,102.27,2.39,69,14915,133,5,0
1645,78.46,83.45,4.15,79,12851,265,3,1
2748,103.47,90.2,3.17,80,6102,213,11,1
1350,100.94,71.37,6.27,73,14301,175,6,1
1544,111.71,102.88,4.75,93,12337,174,9,0
2227,100.48,84.03,2.0,100,14576,231,11,0
844,100.79,86.8,5.94,55,7067,161,5,1
116,93.45,96.47,3.5,71,7956,125,5,0
2360,74.43,102.16,1.18,84,13475,304,1,0
475,61.55,85.35,2.17,57,2238,111,2,0
713,95.62,94.25,4.16,84,8308,363,14,0
2518,106.79,98.58,5.22,97,10853,232,7,0
269,70.75,103.1,6.97,65,4557,148,2,1
2710,69.23,78.61,4.04,92,6449,27,10,0
443,79.97,75.09,7.71,67,6145,347,10,0
283,104.44,89.65,5.73,75,9584,262,9,0
2860,75.77,100.04,3.97,52,6212,302,13,1
1882,80.24,109.44,3.09,85,11540,133,13,1
1361,97.68,95.73,4.09,62,6181,80,1,0
1446,68.52,88.1,3.05,97,11123,301,11,1
1402,75.54,89.63,1.72,79,8114,127,13,0
3126,93.09,85.88,5.24,89,3986,348,5,0
2531,60.28,92.17,3.21,52,5809,248,1,1
1526,93.21,98.17,3.91,59,4771,55,0,0
245,88.89,75.68,4.92,61,14251,164,0,0
1593,110.13,94.22,4.78,91,8531,238,10,1
1119,74.53,83.28,2.82,72,2890,28,4,0
1394,76.83,76.59,5.99,83,9753,129,1,1
7,73.89,95.32,4.44,86,6936,68,13,0
897,85.56,93.15,4.31,52,7555,345,14,0
1911,83.94,93.49,6.34,53,1327,274,6,0
2467,86.18,91.09,3.0,57,12758,65,5,1
1484,116.15,96.82,4.88,93,7976,282,3,1
2036,84.71,88.59,6.32,73,9130,162,10,0
2446,85.94,114.31,4.77,91,6565,309,12,1
1750,96.19,114.19,3.69,65,7073,222,1,0
1114,90.68,107.17,3.86,74,9992,291,7,1
905,96.01,110.91,3.95,64,5549,338,9,1
2258,94.79,104.85,5.53,61,11391,129,7,1
2025,73.16,114.92,2.02,97,13663,118,1,1
3145,69.91,96.93,5.57,75,13952,223,8,1
624,58.42,91.86,2.48,69,1104,232,5,0
3016,79.66,90.36,4.5,59,9145,289,2,1
1756,76.46,93.86,3.62,91,12970,322,10,0
1675,81.13,91.19,5.62,59,1106,342,7,0
1399,77.75,111.48,3.3,90,9074,220,11,0
2203,101.98,103.21,3.73,61,10896,247,14,1
1850,89.25,92.64,-0.24,76,1138,151,13,0
1609,81.74,93.96,4.22,70,7553,52,11,0
686,96.04,94.1,5.63,76,12172,290,12,0
1278,90.85,89.85,1.32,98,2149,35,4,0
1354,92.41,85.13,5.23,55,2283,101,1,0
1751,79.12,104.73,4.73,60,5159,190,3,0
656,99.39,99.81,4.99,91,8691,10,6,0
1547,82.33,102.26,3.21,99,9941,167,10,0
1636,78.88,86.39,1.66,56,9262,52,7,0
995,109.29,94.97,1.96,93,10451,307,14,0
3036,93.43,82.52,4.32,58,14938,88,11,0
241,83.11,81.96,2.89,80,9212,279,0,1
2994,91.17,98.44,3.35,63,1548,273,11,1
2546,94.45,89.23,3.77,57,6230,311,12,0
496,83.43,85.1,2.05,51,7433,224,0,0
2080,89.67,104.72,4.62,78,12763,84,7,0
1151,78.2,103.2,4.79,59,14115,283,11,1
1124,85.41,103.06,3.42,75,3371,138,8,0
1469,94.42,87.2,2.84,65,9113,163,10,0
1589,100.79,88.61,1.92,78,3175,239,3,0
2762,103.9,94.67,3.77,93,7254,250,11,0
1597,87.78,101.03,3.24,73,11119,107,0,0
2712,86.11,87.5,4.24,69,13126,43,7,0
3098,95.13,103.9,3.72,88,5289,3,11,0
2352,88.03,87.91,4.02,71,7506,116,6,0
1686,118.68,93.76,3.06,89,10771,99,3,0
3156,77.36,84.05,2.48,65,6849,218,1,0
1358,104.57,107.98,1.4,62,9545,269,3,1
2830,91.91,87.18,5.02,91,8462,300,2,1
1951,94.71,90.09,4.92,79,8265,239,0,0
1822,75.75,98.36,6.83,62,5121,162,10,0
137,78.5,103.36,4.45,66,1880,42,0,0
1222,94.43,101.8,4.6,97,9211,136,1,0
1824,77.5,99.22,4.51,52,13065,262,14,1
328,91.04,78.79,6.4,87,14583,243,6,0
1734,90.39,92.62,3.85,100,3884,94,3,0
502,94.84,96.18,4.3,58,7158,130,0,1
1489,92.71,90.9,4.39,97,2075,121,1,0
971,77.84,99.48,4.61,78,9807,119,9,0
131,75.59,90.39,4.06,50,5975,326,2,0
369,62.8,94.98,4.76,65,2333,162,4,0
1771,80.69,91.87,2.08,86,7230,174,5,0
3018,68.39,94.47,3.95,94,6298,79,13,0
1294,99.54,92.81,2.76,55,13438,50,12,1
2088,59.26,93.05,2.71,73,1269,38,8,0
40,74.48,86.69,4.95,79,6442,39,12,0
2389,88.6,107.7,5.03,86,5236,301,2,0
498,87.55,93.42,4.68,80,14841,220,3,0
1846,66.14,103.0,4.85,90,2076,80,10,0
1309,85.07,105.87,8.15,95,1343,312,13,1
80,88.68,87.34,3.6,78,7492,256,4,0
2346,69.46,85.11,4.4,57,12119,59,14,0
255,93.32,95.29,5.72,93,3519,115,0,0
3081,83.93,99.49,5.5,52,1574,168,9,0
691,88.14,95.99,2.91,60,9695,26,13,0
288,74.83,95.23,5.61,97,14199,128,5,0
192,80.58,91.29,6.35,88,7228,16,1,1
1465,83.19,95.13,3.34,58,9205,291,9,0
2526,96.08,97.53,4.14,76,14702,275,4,1
1021,91.41,92.69,3.34,90,8849,231,5,0
417,76.46,93.02,0.83,94,3416,364,11,0
2853,105.32,102.42,4.1,80,11167,285,9,1
153,90.96,93.53,2.14,54,1998,102,7,0
246,80.12,98.66,4.58,51,4428,70,3,0
1528,82.89,96.61,4.21,92,9515,90,12,0
2683,92.08,90.4,2.81,100,7084,14,8,0
2436,80.28,99.57,5.5,53,11863,76,10,0
1393,78.6,93.5,6.28,83,14376,243,4,0
580,71.0,90.93,3.26,75,8880,277,10,1
2098,79.45,97.13,2.19,70,10633,204,0,0
1205,90.61,91.69,4.75,78,9557,78,7,0
2924,76.79,91.02,1.23,53,2400,223,11,1
1279,81.0,102.38,0.06,65,6156,285,12,0
1191,71.01,106.24,3.68,78,14573,4,0,1
151,76.62,97.02,3.66,98,8641,226,1,0
412,103.21,98.47,2.25,66,11589,275,10,0
2686,79.09,84.37,5.57,65,6731,188,4,1
1761,89.93,93.35,2.49,58,6296,250,13,0
2926,108.53,101.05,3.74,91,6696,115,11,0
2920,67.33,87.67,4.4,77,7385,163,1,0
1798,87.68,102.0,6.3,99,14733,144,1,0
1649,62.86,91.47,0.24,73,11762,93,8,0
1814,78.18,88.29,3.46,76,7435,96,10,0
850,92.01,88.05,3.78,55,2498,213,1,1
327,85.08,100.84,3.09,77,9816,164,4,0
3166,104.45,102.6,4.02,70,8013,233,12,0
1382,73.7,107.1,4.97,57,6309,191,9,1
2419,76.71,105.38,5.36,59,2813,170,10,0
1875,94.79,100.95,3.83,77,1582,127,10,0
2518,87.93,88.59,4.74,55,14833,155,3,0
2210,77.61,100.7,2.55,67,11966,188,11,0
129,74.04,101.11,3.84,54,6563,183,4,0
87,73.99,102.94,4.92,97,6951,157,0,0
2473,102.11,102.87,2.96,57,7652,25,7,0
598,60.47,99.09,1.6,57,11274,204,3,0
876,91.03,93.94,4.29,92,14610,232,0,0
904,83.82,84.87,2.55,60,1330,272,9,1
1896,84.14,82.85,5.04,94,14268,246,13,0
2352,60.8,99.75,3.39,77,5266,61,12,0
837,92.46,109.1,3.96,50,5735,214,11,1
422,72.77,96.32,4.92,55,2280,157,4,0
2305,58.11,101.4,5.11,91,12956,116,9,0
1323,85.58,85.3,3.0,98,9386,321,9,0
353,92.11,81.4,3.7,84,6264,140,1,0
2350,77.82,107.81,2.28,68,11561,253,12,1
450,108.05,118.11,4.12,96,9408,123,5,0
2627,88.76,99.57,5.65,52,4244,187,9,0
1952,90.01,92.29,2.29,52,12843,28,12,1
2937,96.91,95.93,3.25,81,11067,120,6,1
1777,102.01,88.85,5.5,73,9406,338,7,0
806,105.37,109.79,3.8,93,3699,186,7,1
2091,90.83,94.53,1.04,64,7162,267,1,0
2132,92.07,101.45,0.57,99,9978,230,9,0
2178,78.73,104.95,2.44,83,1849,61,9,0
1318,92.77,91.51,2.09,67,2299,67,7,0
2456,87.92,100.47,3.63,81,5824,338,0,0
1479,79.0,102.11,3.99,66,1389,207,2,0
3054,110.21,107.41,1.06,72,1054,189,12,1
2285,82.76,97.85,2.4,65,11770,192,13,1
2138,106.35,119.4,4.58,50,12008,240,3,0
2610,73.34,90.47,2.41,72,3321,263,4,0
549,88.24,82.45,5.15,61,3541,47,7,1
2977,80.75,89.25,0.97,89,7234,349,1,0
1237,85.79,90.51,4.32,96,13791,275,9,0
2161,97.75,91.23,4.67,74,1199,255,14,0
929,82.14,100.91,4.2,95,14999,89,13,0
360,71.82,80.56,2.38,59,2830,250,4,1
1845,87.8,96.3,3.14,88,8678,206,4,0
2514,60.92,88.89,2.8,63,10635,318,11,0
1671,92.75,93.34,2.39,79,2727,153,14,0
884,91.83,91.03,3.67,76,3127,357,10,1
3098,96.72,106.5,4.38,68,14033,89,6,1
1385,102.41,82.87,5.75,78,12971,98,4,1
3095,85.12,93.51,3.02,89,3525,10,2,0
44,91.78,102.36,5.5,79,14500,291,12,1
17,83.25,94.41,3.27,71,12260,41,8,0
420,98.47,87.4,5.56,60,3745,21,8,0
2307,68.25,105.01,4.17,71,2352,5,7,0
1850,110.44,89.62,1.21,74,14168,50,7,0
1225,81.4,96.69,6.87,61,9557,333,9,0
1629,93.06,89.69,4.72,93,11660,21,14,1
2475,94.86,100.6,5.84,70,3355,50,7,0
2605,82.95,95.35,8.21,89,3191,163,9,0
1922,85.06,98.11,3.41,89,5790,77,10,0
2236,84.54,106.45,1.22,70,3830,302,7,1
430,79.82,95.05,4.81,57,13181,306,14,1
3161,83.33,93.78,3.48,74,9077,104,10,0
2700,85.77,94.01,4.51,87,8490,38,9,0
1371,85.33,102.4,3.73,57,11696,269,13,0
1920,90.42,101.5,2.49,52,8776,19,14,0
1656,110.99,96.03,3.37,67,6539,105,13,0
1867,87.51,101.82,3.47,81,9715,39,2,0
2082,107.27,81.52,5.24,69,7511,329,10,1
2533,77.58,99.14,4.86,74,3362,73,12,0
50,99.95,91.74,6.05,66,7558,50,5,0
101,85.56,93.75,6.87,70,3697,137,11,1
2047,85.83,96.56,4.88,82,6602,221,10,0
1451,99.24,95.92,5.58,100,13438,174,3,0
712,79.74,101.97,4.32,85,8878,224,4,0
1692,104.96,97.3,4.77,88,4329,228,0,0
1817,89.06,98.72,2.15,89,2994,139,9,0
465,112.31,98.96,1.79,84,10149,8,9,0
2828,103.82,101.68,4.77,91,8060,75,10,1
2795,75.83,92.63,4.35,84,1405,23,7,0
323,87.64,97.19,5.38,97,7501,85,14,0
1199,89.54,108.68,7.79,72,10725,254,14,1
251,93.99,102.14,4.52,65,11779,321,3,1
2829,95.69,94.21,4.3,85,2510,229,4,0
322,76.2,92.06,2.49,64,5740,293,3,0
1144,86.41,91.65,3.55,94,10350,12,3,0
1541,90.05,84.63,2.45,77,12196,342,2,1
510,94.98,95.92,3.84,63,5159,223,14,0
1311,80.7,97.71,3.19,100,9343,259,5,1
1442,93.19,90.43,2.7,95,12023,31,4,1
728,95.41,103.1,5.63,92,13770,81,9,0
1975,88.07,84.8,4.73,91,10872,337,11,1
3103,93.4,95.6,4.43,78,1042,280,11,1
1635,96.36,88.54,5.57,71,13866,208,9,0
2011,86.4,96.44,4.53,76,2972,142,12,0
1303,85.99,91.78,1.09,82,6823,353,14,0
965,65.31,98.64,4.63,78,13447,360,1,0
1603,86.89,103.21,3.83,79,5276,84,5,0
764,100.49,97.38,4.51,85,10333,147,5,0
1067,76.28,103.81,3.78,64,9341,86,7,0
1349,81.05,101.67,4.34,74,3236,333,13,0
150,69.9,119.34,2.65,99,6485,320,3,0
299,97.07,98.61,2.85,97,6101,316,0,0
3118,89.29,87.71,6.52,88,3794,63,4,0
562,86.12,77.45,3.18,73,12077,10,13,0
326,79.01,82.17,4.97,88,12553,298,1,0
919,95.62,100.49,2.89,100,12368,244,9,0
2339,98.43,98.6,5.45,55,14446,336,1,0
429,59.7,86.01,2.42,63,3041,315,1,0
2316,91.36,91.42,2.65,60,2608,162,0,0
1666,88.35,95.15,1.94,67,10798,275,9,0
2447,99.48,86.42,5.94,79,13237,323,8,0
2259,82.28,87.39,4.8,79,13866,282,9,1
647,90.16,104.91,2.81,87,14954,203,2,0
1147,118.85,98.59,4.6,91,13365,16,8,0
2189,89.69,101.82,1.52,60,9292,187,2,0
2500,75.51,89.68,2.18,78,1909,242,3,0
1129,81.35,99.58,4.49,57,14988,171,8,0
615,106.36,90.2,1.72,89,3183,187,3,0
1599,64.41,104.83,4.19,71,12888,333,11,0
1572,69.53,88.9,4.72,55,14943,87,7,0
1790,85.57,81.04,5.25,59,9648,72,13,1
1664,84.7,93.15,3.16,86,1507,114,9,0
1019,66.73,93.34,5.54,64,11428,227,10,1
1754,84.44,98.64,3.39,88,2549,291,12,1
2343,80.53,85.94,5.89,75,7595,248,13,0
878,88.77,95.16,4.79,71,1973,12,14,0
1338,82.73,100.02,4.56,95,5753,75,9,0
1773,87.46,88.61,3.47,72,13033,105,13,0
2280,89.5,98.53,4.31,80,11088,305,14,0
1074,86.05,76.6,4.03,52,1263,40,13,0
400,81.4,100.06,4.74,92,5348,232,6,0
3156,105.78,96.46,5.14,95,8273,228,3,0
800,90.39,83.07,5.91,74,7190,81,1,0
187,68.09,89.57,2.95,50,1109,125,7,0
1665,88.49,80.44,7.17,95,10318,278,2,0
2517,78.27,95.12,5.89,63,2550,179,2,0
1094,76.64,105.18,1.32,85,10873,301,7,1
791,74.59,89.62,3.24,59,9568,245,13,0
368,93.94,93.16,3.37,99,8843,265,10,0
475,77.5,102.57,3.92,56,6005,188,12,0
2540,102.06,92.38,6.58,73,7587,342,3,1
2191,70.13,96.21,6.7,54,7652,276,6,1
794,88.21,83.1,6.15,65,8834,65,2,0
1923,95.73,96.97,3.39,99,9705,140,1,0
3037,84.1,93.03,2.51,66,7917,30,5,0
1411,93.08,82.84,3.34,52,8770,124,4,1
1862,83.23,108.57,4.46,79,4139,105,10,0
421,99.11,81.48,4.9,85,9473,241,12,0
2796,69.34,89.3,3.79,95,12618,80,1,0
1676,69.03,98.07,6.12,63,4575,69,10,0
2606,79.18,93.77,6.12,88,14338,104,2,0
2664,90.73,95.78,3.1,96,13993,257,7,0
180,84.48,118.6,4.96,59,9331,116,11,0
1656,86.81,95.96,5.62,86,1160,116,0,0
1488,103.3,86.24,5.61,90,4019,160,10,0
261,84.44,108.57,3.42,77,9593,238,14,0
2949,101.54,79.94,2.44,93,3133,157,3,0
3045,81.24,104.45,2.79,92,2235,125,13,0
1448,77.13,86.37,6.17,92,5109,198,5,0
2136,94.63,106.95,4.11,50,3456,217,0,1
1556,92.06,98.54,4.02,75,1497,334,7,0
2791,91.56,91.63,2.1,81,7635,10,0,1
607,77.64,100.81,3.92,74,3564,199,6,0
3157,93.62,91.03,2.74,70,5617,338,12,0
393,97.88,96.23,4.03,74,9210,28,0,0
1131,99.92,90.0,2.5,73,10939,319,0,0
1363,98.61,106.07,2.79,66,11484,212,9,0
2021,93.11,73.36,4.81,53,1971,79,9,1
832,83.12,91.61,2.97,99,12553,54,5,1
2210,80.02,85.68,6.34,99,14298,34,9,0
2646,85.83,87.96,5.69,89,5029,143,5,1
1158,103.36,78.83,4.91,88,7110,5,14,1
1163,79.25,93.73,3.96,90,14786,290,4,1
2225,70.28,111.52,7.01,100,12764,250,14,0
2503,76.61,81.76,4.94,63,2344,13,8,1
1663,112.27,88.91,3.67,54,6417,212,3,0
114,85.04,94.16,3.99,82,9821,156,3,0
2284,96.04,98.6,2.42,54,13363,218,4,0
21,87.8,94.05,6.6,71,1894,111,4,1
2302,71.05,99.37,4.41,80,13815,21,1,1
2024,85.37,99.8,1.67,50,5314,264,11,1
818,120.46,89.26,5.73,75,14591,15,4,0
159,91.2,85.62,5.07,87,9912,116,14,0
3098,73.56,101.36,4.96,84,7295,24,14,0
1193,81.34,91.73,7.33,76,5741,27,13,0
259,101.5,104.22,4.43,97,3228,119,0,0
338,77.82,85.79,2.62,95,5880,341,11,1
1106,87.74,93.86,6.85,62,3648,270,12,0
2429,78.86,106.73,4.48,95,13817,160,3,0
1464,65.41,98.9,1.86,76,7889,44,13,0
901,92.75,106.98,4.33,66,7920,137,2,0
1814,71.59,100.12,2.73,50,12848,193,6,1
168,67.5,89.01,3.24,53,1423,353,8,0
1975,90.93,90.13,5.34,54,13806,130,9,1
1291,102.53,90.45,3.33,65,10022,72,7,1
3178,89.97,104.93,6.11,71,4540,216,6,1
2109,60.54,95.31,3.5,54,13139,134,1,0
1632,77.24,85.1,1.86,85,13062,22,10,0
45,96.66,80.4,3.46,95,10505,289,13,0
2860,80.73,93.14,4.55,90,2937,355,1,0
1540,83.1,108.04,5.88,64,9540,240,7,1
1705,81.28,84.86,2.49,53,1465,211,3,0
1259,82.67,98.3,1.75,95,12267,343,13,1
1807,110.02,92.84,2.8,65,8914,181,13,1
2685,81.41,97.72,2.66,61,3891,188,11,1
2064,78.64,103.53,5.99,68,3911,87,11,0
657,92.16,98.58,4.38,92,7284,264,2,0
3046,100.3,93.71,1.28,69,5384,335,3,0
2271,72.28,90.43,7.29,91,12399,282,1,1
513,103.99,96.89,3.02,81,5128,360,0,0
2556,98.72,92.11,6.02,72,13949,100,0,0
1628,83.32,93.93,3.6,87,5668,82,11,0
2892,76.29,104.49,2.71,54,5901,98,11,0
2659,84.18,88.65,1.96,82,3342,201,6,0
2293,80.97,92.85,3.82,59,10125,315,11,1
2774,91.0,82.57,4.32,70,7266,254,4,1
1232,92.83,81.33,4.99,77,3281,275,9,0
3081,89.98,94.74,3.53,75,10063,311,4,0
1880,83.93,78.31,1.07,94,5422,12,6,0
1329,92.6,91.92,2.47,88,1966,273,1,0
2359,93.22,93.82,3.49,89,9120,109,12,0
2786,91.7,90.0,2.84,60,10568,100,2,0
749,76.5,80.62,4.16,73,3687,96,8,0
3144,110.62,100.17,3.69,91,5377,207,12,0
500,53.17,97.49,3.87,100,6243,86,13,0
305,80.21,86.39,3.65,60,9306,105,10,0
1196,90.75,81.13,4.62,72,2600,74,5,0
3113,92.77,91.01,3.29,87,6171,126,11,0
3160,91.88,87.22,5.18,92,10576,97,11,1
174,86.88,111.78,3.51,72,9574,139,14,0
978,78.5,85.66,2.61,85,1593,136,14,0
2968,75.66,91.84,4.05,65,12329,43,8,0
1829,84.37,98.17,1.22,69,4058,220,2,0
1508,96.31,90.48,4.58,97,11425,117,6,0
303,91.85,95.29,4.24,60,4129,204,9,1
1620,84.04,99.59,5.55,95,11398,20,1,0
1261,67.86,91.79,6.29,76,5222,176,1,0
2922,86.95,99.63,1.31,95,13585,88,13,0
378,96.35,97.25,2.77,81,14455,101,7,0
867,91.57,91.8,6.32,78,14433,288,8,1
1456,74.54,104.16,1.41,56,7892,97,0,0
1970,80.99,84.38,2.53,87,7519,256,5,0
1098,74.51,100.03,2.07,62,11216,312,6,1
477,92.07,94.41,5.61,100,6004,152,5,0
2991,104.65,101.13,3.65,86,9463,43,6,0
3128,80.93,91.14,4.62,77,10394,241,5,1
1654,84.43,102.86,7.26,66,3657,321,2,1
1356,99.07,87.49,4.37,98,7682,56,11,1
2154,111.41,92.17,4.77,92,9037,212,7,0
2618,72.4,79.69,5.04,59,10704,166,11,0
3142,78.24,105.03,3.65,59,11092,262,6,1
1217,73.43,90.91,1.35,100,13878,43,11,0
687,80.24,106.24,6.28,99,9469,219,12,0
2084,77.35,92.52,5.03,78,7533,91,0,0
103,62.1,97.57,4.7,64,11277,267,8,1
2319,99.13,94.85,3.77,77,8006,163,0,0
2901,71.51,92.2,5.33,61,14056,242,8,0
1077,68.61,109.53,5.35,92,13234,264,4,0
172,59.06,97.63,2.14,98,9246,107,9,0
495,66.16,91.21,1.57,84,13901,167,9,0
532,71.73,93.17,6.75,52,10596,38,13,0
933,72.19,103.34,4.45,73,14371,319,12,0
2554,93.7,98.97,4.57,86,3389,323,4,0
937,96.55,96.47,3.62,51,7383,352,6,1
1600,88.85,90.71,5.1,61,7128,97,9,1
1196,76.08,85.4,2.28,98,6911,122,2,0
2039,93.62,98.27,6.07,78,9823,22,3,0
73,69.2,103.75,3.46,66,13902,86,9,0
957,96.36,91.91,3.45,88,4366,174,11,1
2191,82.0,95.13,3.46,71,11819,277,12,0
680,107.14,88.92,1.93,55,13187,2,14,1
2776,118.79,87.99,2.68,95,7074,282,0,1
2162,63.94,103.92,5.28,74,11734,188,10,0
436,79.62,92.91,5.23,67,13686,350,14,1
2778,83.56,95.99,4.02,71,4259,27,3,0
2356,84.85,108.39,4.29,67,2281,13,7,0
225,72.42,98.71,5.22,75,3367,108,6,0
343,95.29,90.32,7.13,100,4038,110,8,0
1285,87.34,80.92,0.05,68,5089,250,7,0
2706,84.73,101.42,6.03,75,1673,36,6,1
2584,81.64,89.75,1.46,80,5020,244,12,0
599,99.33,109.29,2.76,98,10400,91,14,0
709,84.13,94.26,3.9,53,2081,328,3,1
956,75.07,95.27,1.79,99,8509,26,1,0
1312,94.32,68.54,0.49,74,10961,15,6,0
2757,79.75,88.51,3.27,70,14356,49,5,0
2913,69.47,96.19,2.1,66,2669,182,11,1
3115,75.17,107.85,6.01,94,7333,189,0,0
2884,106.83,91.23,5.39,54,3068,188,3,1
700,90.15,87.59,3.26,97,11380,284,13,0
1228,94.93,113.32,5.22,90,6288,40,5,0
367,79.83,94.95,3.76,77,6279,275,6,1
2024,93.34,89.42,4.97,72,7734,200,8,1
1763,102.16,100.22,3.16,71,9404,143,10,0
2636,92.16,101.75,4.83,83,3135,153,11,0
1582,92.92,95.47,4.05,92,12225,303,5,1
491,91.51,100.01,3.59,69,8583,345,14,1
1701,98.81,87.16,3.2,82,13044,243,4,0
1790,104.82,96.0,1.75,59,6267,173,3,1
2179,82.67,107.99,3.66,73,13120,5,3,0
1622,98.98,103.26,1.79,82,10639,324,11,0
557,66.11,93.59,-0.23,80,10007,60,7,0
3160,76.3,98.83,3.68,64,13466,30,6,1
1151,92.78,95.09,2.92,79,12383,77,5,0
14,76.06,101.99,5.54,94,1946,148,14,0
1989,89.55,87.65,4.52,92,5071,97,4,1
47,112.19,93.55,4.16,94,7544,200,9,0
295,94.29,80.57,2.25,93,2394,322,8,1
1476,88.15,98.26,3.28,58,11870,127,13,1
678,92.98,97.53,5.92,88,10283,143,11,0
1903,102.88,102.48,2.49,60,8388,92,2,1
1141,72.34,102.15,-0.21,54,8848,217,3,0
1560,83.82,89.47,3.59,62,3269,103,7,1
2896,88.99,104.6,3.54,76,14293,81,13,0
970,70.68,96.87,6.68,86,6311,233,6,1
177,81.03,105.49,3.9,76,11067,76,2,0
1292,91.8,86.31,3.68,69,10799,201,5,0
377,73.75,81.81,5.1,60,4731,98,2,0
3067,96.77,88.66,4.69,94,3822,127,12,0
2134,96.76,103.45,2.44,99,13298,109,14,0
235,97.61,115.91,6.29,81,7714,51,9,0
2837,96.16,87.06,4.77,68,2703,138,7,0
1054,89.65,96.34,6.84,76,12555,107,0,0
2013,120.68,77.87,1.92,78,11185,116,0,1
381,99.1,96.2,5.32,92,13918,286,6,1
3031,85.02,85.27,4.09,63,3569,330,0,0
238,67.81,97.25,1.56,79,10333,28,9,1
1421,104.53,92.74,4.78,66,10572,14,8,0
2733,91.72,76.77,5.66,84,8927,123,11,1
2979,77.57,105.16,4.19,61,14452,73,3,1
198,104.0,99.78,3.56,99,1101,243,13,0
2262,79.11,88.71,2.94,65,13880,362,11,0
1279,93.0,96.03,3.22,55,3611,85,9,0
767,73.0,98.77,2.79,80,9943,359,13,0
1770,85.43,87.76,5.51,54,12719,106,2,1
114,74.95,119.86,4.76,97,11269,100,11,1
2522,88.56,103.49,5.1,89,13142,290,6,0
2200,80.74,92.56,3.37,53,8156,118,0,1
1473,67.42,88.06,4.69,70,7439,327,6,0
